entry,sl,risk,shares,pnl,exit_reason,date,symbol
871.2,864.666,6.533999999999992,114,1489.7519999999852,Hit Full Target,2021-05-20,NDGL
33.95,33.695375000000006,0.2546249999999972,2945,1499.7412499999837,Hit Full Target,2021-05-21,BANKNIFTY1
300.9,298.64324999999997,2.256750000000011,332,1498.4819999999884,Hit Full Target,2021-05-24,XELPMOC
74.9,74.33825000000002,0.5617499999999893,1335,1201.4999999999886,EOD Exit,2021-05-25,BANKA
38.87,38.578475,0.29152500000000003,2572,-749.8023000000001,Stopped Out,2021-05-27,ICICIB22
729.0,723.5325,5.467499999999973,137,-749.0474999999963,Stopped Out,2021-05-28,AMRUTANJAN
2679.0,2658.9075000000003,20.092499999999745,37,-743.4224999999906,Stopped Out,2021-06-01,EICHERMOT
287.55,285.39337500000005,2.1566249999999627,347,1496.697749999994,Hit Full Target,2021-06-02,DLF
7.6,7.543,0.056999999999999496,13157,1499.8979999999867,Hit Full Target,2021-06-03,THOMASCOTT
40.0,39.7,0.29999999999999716,2500,999.9999999999965,EOD Exit,2021-06-07,ICICIB22
5.6,5.558,0.041999999999999815,17857,1499.9879999999935,Hit Full Target,2021-06-08,NORBTEAEXP
10736.5499,10656.02577575,80.52412424999966,9,1449.4342364999939,Hit Full Target,2021-06-09,VEEDOL
164.69,163.454825,1.2351749999999981,607,-72.84000000000276,EOD Exit,2021-06-10,AXISNIFTY
51.7,51.312250000000006,0.38774999999999693,1934,1353.7999999999918,EOD Exit,2021-06-11,SOLEX
12.65,12.555125,0.09487500000000004,7905,1499.9737499999867,Hit Full Target,2021-06-14,BCG
23.15,22.976375,0.1736249999999977,4319,1499.7727499999955,Hit Full Target,2021-06-18,S&SPOWER
13.2,13.100999999999999,0.0990000000000002,7575,1499.8499999999894,Hit Full Target,2021-06-23,JITFINFRA
261.75,259.786875,1.963124999999991,382,1499.827499999993,Hit Full Target,2021-06-24,HEALTHX
2.3,2.28275,0.017249999999999766,43478,1499.9909999999988,Hit Full Target,2021-06-28,GLFL
27.75,27.541875,0.208124999999999,3603,-749.8743749999965,Stopped Out,2021-07-01,PSUBNKBEES
0.8,0.794,0.006000000000000005,125000,1499.9999999999875,Hit Full Target,2021-07-02,SANWARIA
35.45,35.184125,0.2658750000000012,2820,140.99999999999199,EOD Exit,2021-07-05,BANKNIFTY1
1.15,1.141375,0.008624999999999883,86956,1499.9909999999988,Hit Full Target,2021-07-07,RMDRIP
4080.0,4049.4,30.59999999999991,24,-168.0,EOD Exit,2021-07-08,BAJAJ-AUTO
18.45,18.311625,0.13837499999999991,5420,1499.984999999999,Hit Full Target,2021-07-09,JITFINFRA
5.8,5.7565,0.04349999999999987,17241,0.0,EOD Exit,2021-07-12,IL&FSENGG
0.95,0.942875,0.007124999999999937,105263,1499.9977499999868,Hit Full Target,2021-07-16,RADAAN
766.6,760.8505,5.749500000000012,130,-747.4350000000015,Stopped Out,2021-07-19,AXISBANK
1369.9,1359.6257500000002,10.274249999999938,72,-739.7459999999955,Stopped Out,2021-07-20,ADANIENT
2.85,2.828625,0.021374999999999922,35087,1499.9692499999944,Hit Full Target,2021-07-28,DCMFINSERV
0.9,0.8932500000000001,0.006749999999999923,111111,1499.9984999999951,Hit Full Target,2021-07-30,RADAAN
128.25,127.28812500000001,0.961874999999992,779,1498.6012499999877,Hit Full Target,2021-08-03,IZMO
26.22,26.02335,0.19664999999999822,3813,-749.8264499999932,Stopped Out,2021-08-04,CPSEETF
5.35,5.309875,0.040124999999999744,18691,1499.9527499999904,Hit Full Target,2021-08-05,TCIFINANCE
1.6,1.588,0.01200000000000001,62500,1499.9999999999875,Hit Full Target,2021-08-06,SHRENIK
13.5,13.398750000000001,0.10124999999999851,7407,-749.958749999989,Stopped Out,2021-08-09,MANUGRAPH
18.0,17.865000000000002,0.134999999999998,5555,1499.8499999999976,Hit Full Target,2021-08-10,SETCO
4.9,4.863250000000001,0.036749999999999616,20408,1499.9879999999844,Hit Full Target,2021-08-11,TCIFINANCE
333.5,330.99875000000003,2.5012499999999704,299,-747.8737499999911,Stopped Out,2021-08-12,HNGSNGBEES
140.5,139.44625000000002,1.0537499999999795,711,1498.432499999991,Hit Full Target,2021-08-13,TATASTEEL
322.5,320.08125,2.4187499999999886,310,-749.8124999999965,Stopped Out,2021-08-16,ORIENTELEC
18.55,18.410875,0.13912499999999994,5390,-749.8837499999997,Stopped Out,2021-08-17,NIBL
51.05,50.667125,0.3828749999999985,1958,1499.3384999999942,Hit Full Target,2021-08-18,CTE
2733.45,2712.949125,20.500874999999724,36,-738.03149999999,Stopped Out,2021-08-20,HEROMOTOCO
385.9,383.00575,2.8942499999999995,259,-749.6107499999998,Stopped Out,2021-08-23,UNITEDTEA
579.5,575.1537500000001,4.346249999999941,172,1495.1099999999992,Hit Full Target,2021-08-24,DHUNINV
8.25,8.188125000000001,0.06187499999999879,12121,1499.9737499999922,Hit Full Target,2021-08-25,TREEHOUSE
2.4,2.382,0.017999999999999794,41666,1499.9759999999828,Hit Full Target,2021-08-26,GLFL
42.19,41.873575,0.3164249999999953,2370,-749.9272499999888,Stopped Out,2021-08-27,GOLDIETF
15.25,15.135625000000001,0.114374999999999,6557,1499.913749999987,Hit Full Target,2021-08-30,AGROPHOS
6.3,6.25275,0.047250000000000014,15873,1499.9984999999863,Hit Full Target,2021-08-31,NORBTEAEXP
6.9,6.848250000000001,0.0517499999999993,14492,1499.9219999999925,Hit Full Target,2021-09-01,NORBTEAEXP
6.65,6.600125,0.049875000000000114,15037,1499.94074999999,Hit Full Target,2021-09-02,NORBTEAEXP
9.8,9.726500000000001,0.07349999999999923,10204,1499.9879999999844,Hit Full Target,2021-09-03,ADROITINFO
6.6,6.5504999999999995,0.0495000000000001,15151,1499.9489999999896,Hit Full Target,2021-09-06,NORBTEAEXP
6.6,6.5504999999999995,0.0495000000000001,15151,1499.9489999999896,Hit Full Target,2021-09-07,NORBTEAEXP
297.85,295.616125,2.233875000000012,335,368.4999999999886,EOD Exit,2021-09-08,VEDL
17.3,17.170250000000003,0.1297499999999978,5780,1499.9099999999953,Hit Full Target,2021-09-09,THOMASCOTT
334.5,331.99125000000004,2.5087499999999636,298,1495.2149999999951,Hit Full Target,2021-09-13,BETA
181.79,180.426575,1.3634249999999781,550,418.00000000001063,EOD Exit,2021-09-14,IDFNIFTYET
220.2,218.5485,1.6514999999999986,454,-317.79999999999484,EOD Exit,2021-09-16,BPCL
6.45,6.401625,0.04837500000000006,15503,1499.915249999988,Hit Full Target,2021-09-17,NORBTEAEXP
931.4,924.4145,6.985500000000002,107,251.45000000000243,EOD Exit,2021-09-20,LUPIN
0.55,0.5458750000000001,0.004124999999999934,181818,1499.9984999999963,Hit Full Target,2021-09-21,GAYAHWS
0.55,0.5458750000000001,0.004124999999999934,181818,1499.9984999999963,Hit Full Target,2021-09-22,GAYAHWS
0.6,0.5955,0.0044999999999999485,166666,1499.9939999999829,Hit Full Target,2021-09-23,GAYAHWS
0.6,0.5955,0.0044999999999999485,166666,1499.9939999999829,Hit Full Target,2021-09-24,GAYAHWS
6.45,6.401625,0.04837500000000006,15503,1499.915249999988,Hit Full Target,2021-09-28,NORBTEAEXP
306.8,304.499,2.3009999999999877,325,-747.824999999996,Stopped Out,2021-09-30,ZEEL
75.1,74.53675,0.5632499999999965,1331,1499.3714999999906,Hit Full Target,2021-10-01,ICDSLTD
0.55,0.5458750000000001,0.004124999999999934,181818,1499.9984999999963,Hit Full Target,2021-10-04,GAYAHWS
6.5,6.45125,0.04875000000000007,15384,1499.9399999999885,Hit Full Target,2021-10-06,NORBTEAEXP
0.95,0.942875,0.007124999999999937,105263,1499.9977499999868,Hit Full Target,2021-10-08,RMDRIP
1677.1,1664.5217499999999,12.578250000000025,59,1484.2334999999896,Hit Full Target,2021-10-11,INFY
2.85,2.828625,0.021374999999999922,35087,1499.9692499999944,Hit Full Target,2021-10-13,KAUSHALYA
0.8,0.794,0.006000000000000005,125000,1499.9999999999875,Hit Full Target,2021-10-14,ZENITHSTL
3948.9,3919.2832500000004,29.616749999999683,25,-740.4187499999921,Stopped Out,2021-10-18,BAJAJ-AUTO
361.0,358.2925,2.707499999999982,277,1499.95499999999,Hit Full Target,2021-10-19,DRCSYSTEMS
51.8,51.4115,0.3885000000000005,1930,1499.6099999999883,Hit Full Target,2021-10-21,TTML
8155.65,8094.482625,61.16737499999999,12,1468.0169999999998,Hit Full Target,2021-10-22,INDIAMART
41.2,40.891000000000005,0.3089999999999975,2427,1499.885999999988,Hit Full Target,2021-10-25,VISHWARAJ
26.3,26.10275,0.19725000000000037,3802,-749.9445000000014,Stopped Out,2021-10-26,RVHL
50.0,49.625,0.375,2000,1499.999999999986,Hit Full Target,2021-10-27,ICDSLTD
120.4,119.49700000000001,0.9029999999999916,830,1498.979999999986,Hit Full Target,2021-10-28,IRB
6.85,6.798625,0.05137499999999928,14598,1499.944499999992,Hit Full Target,2021-11-01,NORBTEAEXP
53.8,53.3965,0.403499999999994,1858,1499.4059999999909,Hit Full Target,2021-11-02,ICDSLTD
5.4,5.359500000000001,0.04049999999999976,18518,1499.957999999991,Hit Full Target,2021-11-03,NEXTMEDIA
269.75,267.726875,2.023124999999993,370,1497.112499999995,Hit Full Target,2021-11-08,SANGAMIND
374.976667,372.16434199750006,2.8123250024999606,266,1496.156901329994,Hit Full Target,2021-11-15,NYKAA
60.0,59.550000000000004,0.44999999999999574,1666,1499.3999999999858,Hit Full Target,2021-11-17,NPST
3.7,3.6722500000000005,0.02774999999999972,27027,1499.998499999985,Hit Full Target,2021-11-18,TARAPUR
24.0,23.82,0.17999999999999972,4166,1499.7599999999977,Hit Full Target,2021-11-22,MOTOGENFIN
3488.9,3462.73325,26.166749999999865,28,1465.3379999999925,Hit Full Target,2021-11-23,GLAND
577.9,573.56575,4.334249999999997,173,-749.8252499999995,Stopped Out,2021-11-25,NUCLEUS
6.6,6.5504999999999995,0.0495000000000001,15151,1499.9489999999896,Hit Full Target,2021-11-30,NORBTEAEXP
1897.25,1883.020625,14.22937499999989,52,-739.9274999999943,Stopped Out,2021-12-02,INDIGO
29.3,29.080250000000003,0.21974999999999767,3412,1499.5739999999962,Hit Full Target,2021-12-07,THOMASCOTT
4.85,4.813625,0.0363749999999996,20618,1499.9594999999836,Hit Full Target,2021-12-10,LAKPRE
577.2,572.8710000000001,4.328999999999951,173,-748.9169999999915,Stopped Out,2021-12-14,CHOLAFIN
8.2,8.1385,0.06149999999999878,12195,1499.984999999992,Hit Full Target,2021-12-16,NORBTEAEXP
67.0,66.4975,0.5024999999999977,1492,1499.4599999999932,Hit Full Target,2021-12-17,NPST
71.9,71.36075000000001,0.5392499999999956,1390,-749.5574999999939,Stopped Out,2021-12-20,AUSOMENT
22.8,22.629,0.17099999999999937,4385,1499.6699999999946,Hit Full Target,2021-12-21,MCLEODRUSS
150.2625,149.13553124999999,1.1269687500000032,665,598.5000000000227,EOD Exit,2021-12-22,POWERGRID
47.6,47.243,0.3569999999999993,2100,1499.3999999999971,Hit Full Target,2021-12-23,WIPL
364.95,362.212875,2.737124999999992,274,-749.9722499999978,Stopped Out,2021-12-24,BIOCON
7.9,7.840750000000001,0.05924999999999958,12658,1499.9729999999895,Hit Full Target,2021-12-28,PASHUPATI
9.15,9.081375000000001,0.06862499999999905,10928,1499.8679999999986,Hit Full Target,2021-12-29,ADROITINFO
75.9,75.33075000000001,0.5692499999999967,1317,-749.7022499999956,Stopped Out,2021-12-30,CONSUMBEES
37.25,36.970625,0.2793750000000017,2684,1499.6849999999902,Hit Full Target,2022-01-03,MASKINVEST
30.1,29.874250000000004,0.2257499999999979,3322,1499.882999999986,Hit Full Target,2022-01-04,KHAITANLTD
8.8,8.734000000000002,0.06599999999999895,11363,1499.9159999999963,Hit Full Target,2022-01-05,NORBTEAEXP
106.1,105.30425,0.7957499999999982,942,-749.5964999999983,Stopped Out,2022-01-06,ASHOKA
4.75,4.714375,0.035624999999999574,21052,1499.954999999982,Hit Full Target,2022-01-07,GFSTEELS
183.6,182.223,1.3769999999999811,544,1498.175999999995,Hit Full Target,2022-01-10,IDFNIFTYET
13.4,13.299500000000002,0.10049999999999848,7462,-749.9309999999887,Stopped Out,2022-01-11,IDEA
46.0,45.655,0.34499999999999886,2173,1499.3699999999951,Hit Full Target,2022-01-12,REMSONSIND
122.6,121.6805,0.9194999999999993,815,1498.7849999999873,Hit Full Target,2022-01-13,PANSARI
369.95,367.17537500000003,2.7746249999999577,270,1498.2974999999924,Hit Full Target,2022-01-17,DRCSYSTEMS
92.55,91.855875,0.6941249999999997,1080,-749.6549999999996,Stopped Out,2022-01-18,HFCL
8.5,8.436250000000001,0.06374999999999886,11764,1499.9099999999942,Hit Full Target,2022-01-19,PASHUPATI
1805.0,1791.4625,13.537499999999909,55,1489.12499999999,Hit Full Target,2022-01-20,IVZINNIFTY
513.0,509.15250000000003,3.847499999999968,194,-746.4149999999938,Stopped Out,2022-01-27,SBIN
3.8,3.7715,0.028499999999999748,26315,1499.9549999999867,Hit Full Target,2022-01-31,GFSTEELS
733.95,728.4453750000001,5.504624999999919,136,-748.628999999989,Stopped Out,2022-02-02,ADANIPORTS
285.85,283.70612500000004,2.14387499999998,349,1496.424749999986,Hit Full Target,2022-02-03,ZEEL
2699.75,2679.501875,20.248125000000073,37,1498.3612499999886,Hit Full Target,2022-02-11,HEROMOTOCO
1381.0,1370.6425000000002,10.357499999999845,72,-745.7399999999889,Stopped Out,2022-02-14,MUTHOOTFIN
969.0,961.7325000000001,7.267499999999927,103,-748.5524999999925,Stopped Out,2022-02-15,IPCALAB
48.75,48.384375000000006,0.3656249999999943,2051,1499.7937499999912,Hit Full Target,2022-02-16,SPMLINFRA
383.75,380.87187500000005,2.8781249999999545,260,1496.6249999999911,Hit Full Target,2022-02-17,HIKAL
527.9,523.94075,3.9592499999999973,189,1496.596499999999,Hit Full Target,2022-02-21,BLUESTARCO
28.9,28.68325,0.21674999999999756,3460,-749.9549999999915,Stopped Out,2022-02-22,NHPC
70.15,69.62387500000001,0.5261249999999933,1425,1499.4562499999809,Hit Full Target,2022-02-23,NPST
174.0,172.69500000000002,1.3049999999999784,574,516.6000000000033,EOD Exit,2022-02-25,QNIFTY
98.75,98.009375,0.7406249999999943,1012,1499.0249999999885,Hit Full Target,2022-02-28,MOTHERSON
452.0,448.61,3.3899999999999864,221,-749.189999999997,Stopped Out,2022-03-02,PRESTIGE
197.15,195.671375,1.4786249999999939,507,1499.3257499999938,Hit Full Target,2022-03-03,TEMBO
1850.0,1836.125,13.875,54,-749.25,Stopped Out,2022-03-04,IVZINNIFTY
105.3,104.51025,0.789749999999998,949,1498.9454999999962,Hit Full Target,2022-03-07,IRB
49.31,48.940175,0.36982499999999874,2027,-81.07999999999828,EOD Exit,2022-03-08,GILT5YBEES
51.45,51.064125000000004,0.38587499999999864,1943,-749.7551249999974,Stopped Out,2022-03-09,BSLSENETFG
220.0,218.35000000000002,1.6499999999999773,454,1498.1999999999923,Hit Full Target,2022-03-11,PKTEA
0.85,0.8436250000000001,0.0063749999999999085,117647,1499.9992499999914,Hit Full Target,2022-03-15,GAYAHWS
60.15,59.698875,0.45112499999999756,1662,1499.539499999992,Hit Full Target,2022-03-16,INSPIRISYS
58.55,58.110875,0.4391249999999971,1707,1499.1727499999902,Hit Full Target,2022-03-17,WIPL
1250.0,1240.625,9.375,80,1499.9999999999818,Hit Full Target,2022-03-21,PIDILITIND
11.2,11.116,0.08399999999999963,8928,1499.9039999999934,Hit Full Target,2022-03-22,PASHUPATI
10.5,10.42125,0.07874999999999943,9523,1499.8724999999893,Hit Full Target,2022-03-23,PASHUPATI
2015.85,2000.731125,15.118874999999889,49,1481.6497499999891,Hit Full Target,2022-03-24,ABB
0.8,0.794,0.006000000000000005,125000,1499.9999999999875,Hit Full Target,2022-03-25,RMDRIP
57.0,56.572500000000005,0.4274999999999949,1754,1499.6699999999946,Hit Full Target,2022-03-29,NDL
264.35,262.36737500000004,1.9826249999999845,378,1498.8644999999883,Hit Full Target,2022-03-31,WOCKPHARMA
191.0,189.5675,1.4325000000000045,523,1498.39499999999,Hit Full Target,2022-04-01,HINDOILEXP
14.75,14.639375000000001,0.11062499999999886,6779,-749.9268749999923,Stopped Out,2022-04-04,LLOYDSENGG
33.3,33.05025,0.2497499999999988,3003,1499.9984999999929,Hit Full Target,2022-04-05,MASKINVEST
704.4,699.117,5.2830000000000155,141,-744.9030000000022,Stopped Out,2022-04-06,CHOLAFIN
1631.65,1619.4126250000002,12.237374999999929,61,-746.4798749999957,Stopped Out,2022-04-08,ESCORTS
151.4,150.26450000000003,1.135499999999979,660,1498.859999999991,Hit Full Target,2022-04-12,SBIETFQLTY
600.0,595.5,4.5,166,1493.9999999999811,Hit Full Target,2022-04-13,BETA
51.3,50.91525,0.3847499999999968,1949,1499.7554999999875,Hit Full Target,2022-04-19,INSPIRISYS
3251.55,3227.1633750000005,24.38662499999964,30,1463.197499999992,Hit Full Target,2022-04-21,GLAND
66.02,65.52485,0.4951499999999953,1514,1499.3141999999857,Hit Full Target,2022-04-26,AXISCETF
15.05,14.937125000000002,0.11287499999999895,6644,-749.941499999993,Stopped Out,2022-04-29,LLOYDSENGG
1840.75,1826.944375,13.805624999999964,54,1491.007499999996,Hit Full Target,2022-05-02,INDIGO
12.75,12.654375,0.09562500000000007,7843,-749.9868750000005,Stopped Out,2022-05-04,MITTAL
2483.0,2464.3775,18.622499999999945,40,1489.7999999999956,Hit Full Target,2022-05-06,HEROMOTOCO
439.35,436.05487500000004,3.2951249999999845,227,-747.9933749999965,Stopped Out,2022-05-10,HINDALCO
483.4,479.7745,3.625499999999988,206,1493.7059999999951,Hit Full Target,2022-05-11,TORNTPOWER
7285.5,7230.85875,54.64124999999967,13,-710.3362499999957,Stopped Out,2022-05-12,MARUTI
30.15,29.923875,0.2261249999999997,3316,1499.6609999999862,Hit Full Target,2022-05-13,SAGARDEEP
631.7,626.96225,4.7377500000000055,158,1497.1289999999838,Hit Full Target,2022-05-16,POLICYBZR
12.3,12.20775,0.09224999999999994,8130,1499.9849999999847,Hit Full Target,2022-05-17,PASHUPATI
1050.0,1042.125,7.875,95,-748.125,Stopped Out,2022-05-19,PIDILITIND
28.0,27.790000000000003,0.2099999999999973,3571,1499.8199999999933,Hit Full Target,2022-05-20,JSLL
674.55,669.490875,5.0591249999999945,148,-748.7504999999992,Stopped Out,2022-05-24,RAMCOCEM
3463.3,3437.3252500000003,25.974749999999858,28,1454.585999999992,Hit Full Target,2022-05-26,APOLLOHOSP
432.7,429.45475,3.2452499999999986,231,-749.6527499999997,Stopped Out,2022-05-27,PRESTIGE
12.15,12.058875,0.0911249999999999,8230,822.999999999997,EOD Exit,2022-05-30,LLOYDSENGG
79.9,79.30075000000001,0.5992499999999978,1251,-749.6617499999973,Stopped Out,2022-05-31,ASHOKA
0.55,0.5458750000000001,0.004124999999999934,181818,1499.9984999999963,Hit Full Target,2022-06-01,GAYAHWS
11.25,11.165625,0.08437499999999964,8888,1499.8499999999938,Hit Full Target,2022-06-02,PASHUPATI
313.45,311.099125,2.3508749999999736,319,-749.9291249999916,Stopped Out,2022-06-06,VEDL
11.1,11.01675,0.0832499999999996,9009,1499.9984999999929,Hit Full Target,2022-06-07,PASHUPATI
474.75,471.18937500000004,3.560624999999959,210,-747.7312499999914,Stopped Out,2022-06-09,BERGEPAINT
482.25,478.633125,3.616874999999993,207,-748.6931249999986,Stopped Out,2022-06-10,BERGEPAINT
717.85,712.466125,5.383874999999989,139,576.8499999999968,EOD Exit,2022-06-13,NAUKRI
814.5,808.39125,6.108749999999986,122,-745.2674999999983,Stopped Out,2022-06-14,MFSL
80.0,79.4,0.5999999999999943,1250,1499.999999999986,Hit Full Target,2022-06-15,NPST
306.0,303.70500000000004,2.294999999999959,326,1496.339999999992,Hit Full Target,2022-06-16,PKTEA
3073.9,3050.8457500000004,23.054249999999683,32,1475.4719999999943,Hit Full Target,2022-06-20,ALKEM
9.45,9.379125,0.07087499999999913,10582,1499.9984999999817,Hit Full Target,2022-06-21,ONEPOINT
320.4,317.997,2.402999999999963,312,-749.7359999999885,Stopped Out,2022-06-22,BIOCON
10.8,10.719000000000001,0.08099999999999952,9259,1499.957999999991,Hit Full Target,2022-06-27,NAGREEKCAP
30.4,30.172,0.22799999999999798,3289,164.45000000000235,EOD Exit,2022-06-28,MASKINVEST
3758.7,3730.50975,28.19024999999965,26,-732.9464999999909,Stopped Out,2022-06-30,BAJAJ-AUTO
491.8,488.11150000000004,3.6884999999999764,203,1497.5309999999904,Hit Full Target,2022-07-06,MARICO
0.6,0.5955,0.0044999999999999485,166666,1499.9939999999829,Hit Full Target,2022-07-08,GAYAHWS
24.7,24.51475,0.18524999999999991,4048,-202.40000000000288,EOD Exit,2022-07-11,GICL
417.7,414.56725,3.1327499999999873,239,-748.727249999997,Stopped Out,2022-07-12,SPANDANA
39.1,38.80675,0.29325000000000045,2557,1499.6804999999842,Hit Full Target,2022-07-13,ABSLNN50ET
45.0,44.6625,0.3374999999999986,2222,1499.8499999999938,Hit Full Target,2022-07-14,SONAMLTD
0.7,0.69475,0.005249999999999977,142857,1499.9984999999933,Hit Full Target,2022-07-15,GAYAHWS
72.6,72.0555,0.5444999999999993,1377,1499.552999999998,Hit Full Target,2022-07-18,ARTNIRMAN
40.88,40.57340000000001,0.306599999999996,2446,-48.92000000000765,EOD Exit,2022-07-19,NEXT50IETF
282.6,280.48050000000006,2.1194999999999595,353,-748.1834999999858,Stopped Out,2022-07-20,HINDZINC
43.3,42.97525,0.32474999999999454,2309,1499.6954999999912,Hit Full Target,2022-07-22,SONAMLTD
50.4,50.022,0.3780000000000001,1984,-749.9520000000002,Stopped Out,2022-07-27,BCG
44.17,43.838725000000004,0.331274999999998,2263,1499.350649999991,Hit Full Target,2022-07-28,SNXT50BETA
0.65,0.6451250000000001,0.004874999999999963,153846,1499.9984999999886,Hit Full Target,2022-07-29,GAYAHWS
37.65,37.367625000000004,0.2823749999999947,2656,504.64000000001283,EOD Exit,2022-08-01,BANKIETF
176.3,174.97775000000001,1.3222499999999968,567,1499.4314999999965,Hit Full Target,2022-08-02,INDIANB
981.9,974.53575,7.36424999999997,101,-743.789249999997,Stopped Out,2022-08-03,VOLTAS
615.0,610.3875,4.6124999999999545,162,1494.4499999999853,Hit Full Target,2022-08-04,LUPIN
119.9,119.00075000000001,0.899249999999995,834,1499.9489999999917,Hit Full Target,2022-08-08,TEMBO
