SEM_TRADING_SYMBOL,SEM_SMST_SECURITY_ID
MAHLOG,385
VARROC,3857
SOMANYCERA,3880
HATSUN,3892
CAPLIPOINT,3906
NATCOPHARM,3918
GLOBE,393
BEML,395
GOCLCORP,3963
REMSONSIND,3965
TNPL,3980
GREENPLY,3987
NIACL,399
21STCENMGM,4
AEGISLOG,40
CORALFINAC,4007
PVP,4010
NAVA,4014
AUSOMENT,4037
BERGEPAINT,404
EIMCOELECO,4040
JAYAGROGN,4041
PANACEABIO,4055
CUBEXTUB,4064
MARICO,4067
SILINV,4105
HBSL,4118
REGENCERAM,4130
BIOFILCHEM,4136
KEYFINSERV,4157
NORBTEAEXP,4160
ZENITHEXPO,4176
SUNDRMBRAK,4179
SANGAMIND,4184
BEPL,419
SOMATEX,4201
MOTHERSON,4204
BHARATFORG,422
VISAKAIND,4221
ZFSTEERING,4229
WENDT,4235
HDFCAMC,4244
KHADIM,425
BHARATGEAR,426
DENORA,4279
STERTOOLS,4299
SHRIRAMFIN,4306
PUNJABCHEM,4344
IFGLEXPOR,436
SENSEXIETF,4378
BHEL,438
GULFOILLUB,4391
MIRZAINT,4394
JAGSNPHARM,4410
CREDITACC,4421
INDIANCARD,4422
HAWKINCOOK,4444
5PAISA,445
ELECTHERM,4469
ELPROINTL,4471
AARTIDRUGS,4481
ALKYLAMINE,4487
BOSCH-HCIL,4491
MPHASIS,4503
SIGIND,4522
DYNAMATECH,4525
NEXT50IETF,4529
GUJRAFFIA,4548
RUCHINFRA,4566
ATLASCYCLE,4568
RAMCOIND,4587
KOTHARIPET,4594
HERITGFOOD,4598
SANWARIA,46
SBCL,4656
BANKBARODA,4668
HDFCLIFE,467
BLUECHIP,4681
SONACOMS,4684
SHYAMMETL,4693
OSWALGREEN,471
GAIL,4717
SKMEGGPROD,4732
3MINDIA,474
BANKINDIA,4745
INDNIPPON,4747
CONCOR,4749
INDRAMEDCO,4751
TCIFINANCE,4771
LAKPRE,4774
RELINFRA,4791
HAPPSTMNDS,48
BIRLACORPN,480
KCPSUGIND,4809
GTL,4821
DODLA,4822
LIQUIDIETF,4838
SNOWMAN,4843
KIMS,4847
INDSWFTLAB,4870
ICEMAKE,489
SAREGAMA,4892
FDC,4898
ENGINERSIN,4907
MADRASFERT,4911
HINDCON,4924
IPL,4934
BLUEDART,495
ADROITINFO,4953
GANGAFORGE,4957
ICICIBANK,4963
PHARMABEES,4973
IRCON,4986
SHARDACROP,4992
SVPGLOB,5020
CLEAN,5049
GRINFRA,5054
SHEMAROO,5068
MAZDOCK,509
ETERNAL,5097
KPIGREEN,5108
SGIL,5114
BOMDYEING,513
CIGNITITEC,5142
JAICORPLTD,5143
TATVA,5162
SBIETFCON,5168
STYLAMIND,5186
KOVAI,5192
ANTGRAPHIC,5194
GRAUWEIL,5200
GMDCLTD,5204
ICICIB22,522
BFSI,5220
MAHAPEXLTD,5239
AAREYDRUGS,5248
INDUSINDBK,5258
BPCL,526
PDSL,5264
ALIVUS,5265
UTIAMC,527
ROLEXRINGS,5279
PRITIKAUTO,5292
BPL,530
FMCGIETF,5306
UGROCAP,5313
EXXARO,5352
PENINLAND,5358
KRSNAA,5359
OSWALAGRO,5362
WINDLAS,5366
DEVYANI,5373
ASAHIINDIA,5378
EPIGRAL,5382
AAVAS,5385
MOL,5394
NGIL,5401
CARTRADE,5407
NUVOCO,5426
TRIGYN,5428
APTUS,5435
CHEMPLASTS,5449
BRITANNIA,547
GRSE,5475
YUKEN,5501
SERVOTECH,5507
JAIPURKURT,5516
KOTHARIPRO,5528
ABMINTLLTD,5551
ACUTAAS,5578
VIJAYA,5585
BSL,559
INTLCONV,5606
ASTRAZEN,5610
GANESHBE,5614
CEMPRO,5622
PAR,5631
J&KBANK,5633
SHANTI,5650
ARCHIES,5688
CUB,5701
AXISCETF,5732
CYIENT,5748
SANSERA,5751
MASPTOP50,5782
LIKHITHA,579
CANFINHOME,583
BANKNIFTY1,5851
LAGNAM,5865
PRECOT,5884
AXISBANK,5900
PARAS,5911
GRAPHITE,592
INTELLECT,5926
MONTECARLO,5938
SOUTHBANK,5948
CARBORUNIV,595
BSLSENETFG,5957
COASTCORP,6006
ABSLAMC,6018
EIFFL,6040
PASUPTAC,6045
CYBERTECH,6051
LICNETFGSC,6062
ATGL,6066
AIROLAM,6068
GOODLUCK,6125
DIGJAMLMTD,6127
PANSARI,6141
ARTNIRMAN,6159
BHAGCHEM,6164
CENTENKA,619
FCL,6198
CAMLINFINE,6216
SIKKO,6218
DTIL,6227
3IINFOLTD,6232
PREMIER,6248
ABREL,625
RAJVIR,6259
SELMC,6262
MEDICAMEQ,6278
CESC,628
GULPOLY,6286
HEALTHY,6297
APOLSINHOT,6302
IGARASHI,634
NIFTYETF,6353
NATIONALUM,6364
CHAMBLFERT,637
CCHHL,6385
LAMBODHARA,6407
DNAMEDIA,641
KRITI,6420
MANORG,6422
TECHNOE,6445
CONSUMIETF,6446
TECH,6462
IRIS,6489
GRPLTD,6543
NYKAA,6545
LAXMICOT,6570
FINOPB,6579
SONATSOFTW,6596
GENUSPAPER,6600
EQUAL50ADD,6606
SJS,6643
POLICYBZR,6656
SIGACHI,6664
FOODSIN,6673
PAYTM,6705
IVC,6711
MOLDTKPAC,6713
SAPPHIRE,6718
JINDALSTEL,6733
EXIDEIND,676
NIPPOBATRY,6782
SBC,6792
STEELCAS,6803
BIRLACABLE,6815
LATENTVIEW,6818
FOCUS,6836
SMLT,6843
GREENLAM,6848
CHOLAFIN,685
DHRUV,6860
BAJAJHCARE,6863
VARDMNPOLY,6893
VISHNU,6908
RPPL,6913
CIPLA,694
TARSONS,6943
GANECOS,6944
LINC,6951
MENONBE,6961
GOCOLORS,6964
DMCC,6973
BSOFT,6994
AARTIIND,7
HEMIPROP,701
SHIVALIK,7016
DICIND,703
ASIANENE,7030
HESTERBIO,7048
ACCELYA,7053
MAHKTECH,7074
SHRADHA,708
STARHEALTH,7083
SEJALLTD,7094
TEGA,7105
JMA,7109
ZODIAC,7138
SHALBY,714
ANANDRATHI,7145
SUDARCOLOR,715
MICEL,7169
RATEGAIN,7177
BBETF0432,7196
SHRIRAMPPS,7200
JETFREIGHT,7211
SBIETFQLTY,7218
SBIETFPB,722
MAPMYINDIA,7227
HCLTECH,7229
METROBRAND,7242
LYKALABS,7248
MEDPLUS,7254
JTLIND,7287
DCMSRIND,7325
ABSLNN50ET,7339
SETFNN50,7353
DATAPATTNS,7358
SETFNIFBK,7361
STAR,7374
HPAL,7376
COROMANDEL,739
SUPRIYA,7390
SBIETFIT,740
GLENMARK,7406
NILASPACES,7411
ALPHA,7412
MANAKCOAT,7413
COSMOFIRST,742
MANAKALUCO,7420
MONQ50,7422
HECPROJECT,7425
NIFTYADD,7451
MIDQ50ADD,7456
MANAKSTEEL,7482
WOCKPHARMA,7506
ZENTEC,7508
TREJHARA,7518
LCCINFOTEC,7529
NRBBEARING,7553
EVIETF,755881
UNITEDPOLY,7560
CIFL,756015
TINNARUBR,756020
WAAREERTL,756038
GROWWMOM50,756086
SILVER360,756150
NPST,756324
KRISHIVAL,756782
OSWALPUMPS,756802
GROWWSLVR,756827
ABLBL,756843
ENRIN,756871
MON50EQUAL,756900
PRIMO,756925
CRISIL,757
THELEELA,757014
MOINFRA,757031
RAJOOENG,757049
AONENIFTY,757096
MOMGF,757099
BELRISE,757102
EQUAL50,757142
MONEXT50,757167
AEGISVOPAK,757336
MOPSE,757431
MOTOUR,757443
SNXT30BEES,757455
SCODATUBES,757478
DIGITIDE,757515
BLUSPRING,757520
TRAVELFOOD,757545
ARIS,757614
ATHERENERG,757645
FISCHER,757658
MOALPHA50,757669
LIQGRWBEES,757725
PICCADIL,757754
SAMBHV,757767
HDBFS,757772
TOP15IETF,757781
MOGOLD,757791
BRIGHOTEL,757794
IGCL,757801
GROWWNET,757814
MOMIDMTM,757817
RMDRIP,757834
INDIQUBE,757845
CRIZAC,757850
EBGNG,757862
ANTHEM,757885
BORANA,757919
BELLACASA,757938
QUALITY30,757946
EUROBOND,757953
PASHUPATI,757955
SMARTWORKS,757965
CHEMBONDCH,757989
SHANTIGOLD,758002
JSLL,758115
LOTUSDEV,758145
MBEL,758150
GROWWPOWER,758165
PROSTARM,758173
GROWWLOVOL,758300
ALLTIME,758448
MOSILVER,758457
JSWCEMENT,758460
SBILIQETF,758496
RAYMONDREL,758551
KALPATARU,758558
ELLEN,758563
GLOBECIVIL,758573
INTERNET,758595
MANUFGBEES,758667
EFCIL,758675
REGAAL,758680
GROWWNIFTY,758697
ARFIN,758700
LTGILTCASE,758705
MEIL,758750
SIMBHALS,758836
GENSOL,758842
SGFIN,758853
CPPLUS,758858
LAXMIINDIA,758863
SGMART,758889
AONEGOLD,758904
AMANTA,758909
CPEDU,758941
ELM250,758952
SML100CASE,758955
STLNETWORK,758958
AHCL,758968
VIKRAN,758973
RNBDENIMS,758984
GCSL,758986
SUPREMEENG,758997
ATLANTAELE,759007
GANESHCP,759012
IVALUE,759041
GKENERGY,759048
SAATVIKGL,759057
RHETAN,759062
DEVX,759079
URBANCO,759084
SHRINGARMS,759093
HILINFRA,759104
ABCOTS,759130
VMSTMT,759153
MWL,759169
TIGERLOGS,759176
AGSTRA,759202
DHARAN,759203
RHFL,759204
JKIPL,759206
TRUALT,759210
FINKURVE,759239
JAINREC,759244
EPACKPEB,759251
BMWVENTLTD,759256
TATACAP,759265
BLUESTONE,759291
NIFTYCASE,759302
CRAMC,759311
RUBICON,759316
PACEDIGITK,759342
SYSTMTXC,759355
FLEXIADD,759368
MONIFTY100,759371
MOENERGY,759374
MONEYBOXX,759381
SOLEX,759397
ADVANCE,759402
OMFREIGHT,759411
GROWWRLTY,759428
WEWORK,759434
PATELRMART,759439
SHREEJISPG,759448
VIKRAMSOLR,759453
GROWWNXT50,759458
GEMAROMA,759463
ELIQUID,759466
CANHLIFE,759477
MOMENTUM30,759488
MIDWESTLTD,759517
GROWWSC250,759522
PIRAMALFIN,759551
ORKLAINDIA,759569
STUDDS,759587
LENSKART,759605
CHOICEGOLD,759610
GROWWMC150,759719
PWL,759723
EMMVEE,759728
SHIVAUM,759749
MODIS,759752
ADVENTHTL,759769
ENERGY,759780
TMCV,759782
EUROPRATIK,759797
GROWW,759806
SMALL250,759814
PINELABS,759820
BETA,759842
SHILCTECH,759847
CAPILLARY,759867
UTLSOLAR,759876
TENNIND,759880
CHEMICAL,759885
MOIPO,759891
SOLARWORLD,759929
STYL,759934
JARO,759951
ARSSBL,759956
PAUSHAKLTD,759969
MSCIADD,759978
KSR,759989
AONETMMQ50,759992
ESENSEX,759995
ENIFTY,759998
CGPOWER,760
MOSERVICE,760001
EXCELSOFT,760007
SUDEEPPHRM,760039
GROWWCAPM,760051
MOMNC,760054
JAYKAY,760073
SKFINDUS,760101
GLOTTIS,760116
FABTECH,760125
GAUDIUMIVF,760179
CLEANMAX,760183
SRTL,760188
AONESILVER,760193
MARKOLINES,760204
LGEINDIA,760213
VIDYAWIRES,760224
MEESHO,760229
AEQUS,760234
PNGSREVA,760242
ABSL10BANK,760247
SHRENIK,760252
CORONA,760254
WAKEFIT,760259
MODINATUR,760277
CMSINFO,7603
LEMERITE,760300
GOLDBND,760325
SILVERBND,760328
NEPHROPLUS,760346
PARKHOSPS,760351
MIDCAPADD,760356
SMALLADD,760359
RUDRA,760401
ICICIAMC,760407
DIVIDEND,760412
TOP20,760415
KSHINTL,760433
GROWWMETAL,760438
RAJESHEXPO,760461
DIL,760462
TWCGOLDETF,760482
FCONSUMER,760500
BUILDPRO,760594
NEXT50ADD,760599
ADVAIT,760657
GROWWCHEM,760673
NEXT50ETF,760709
HALDER,760715
BHARATCOAL,760726
AMAGI,760740
OMNI,760865
GROWWHOSPI,760874
DSFCL,760891
DCMSIL,760898
KNAGRI,760923
KWIL,760946
FRACTAL,760961
GROWWPSE,760976
AYE,760981
HEALTHCARE,760986
GICL,761025
INFRA,761030
CEINSYS,761037
DEFENCE,761046
BONLON,761056
ABSLMSCIN,761066
SBIMIDMOM,761095
INA,761099
VITAL,761150
SEDEMAC,761153
KRISHNADEF,761192
GKSL,761197
ALGOQUANT,761270
AEPL,761333
KOTYARK,761335
BANK10ADD,761364
MARSONS,761386
SINGERIND,761420
RSL,761439
SHADOWFAX,761469
BCPL,761494
HSBCGOLD,761506
VALUE,761511
GROWWPSUBK,761514
INNOVISION,761528
CMPDI,761581
AMIRCHAND,761670
SAIPARENT,761675
POWERICA,761680
SAHLIBHFI,761688
MOBANK10,761693
NIMBSPROJ,761720
SBINMID150,761741
TCC,761814
AARNAV,761821
GSPCROP,762239
RMC,762347
OMPOWER,762432
3BBLACKBIO,762518
ABANSENT,762526
ABMKNO,762528
ACSTECH,762533
AKCAPIT,762538
AMBALALSA,762543
ASHIKA,762548
ASTAR,762553
AVAILFC,762558
BAJAJST,762563
BATLIBOI,762568
BEEKAY,762573
BENGALASM,762578
BI,762583
BIMETAL,762588
BIRLAPREC,762593
BLACKROSE,762598
BLIL,762603
BNAGROCHEM,762608
BNALTD,762613
BTTL,762618
COCKERILL,762623
COMFINTE,762628
DAICHI,762633
DECNGOLD,762638
DISAQ,762643
DRAGARWQ,762648
ELANTAS,762653
ELCIDIN,762658
ELITECON,762663
EMPOWER,762673
FEDDERSHOL,762675
FERMENTA,762680
FRONTSP,762685
GNRL,762690
GRANDOAK,762695
SHREERAMA,7627
GRAVISSHO,762700
HALDYNGL,762705
HBESD,762712
INDPRUD,762717
INVPRECQ,762722
IWP,762727
KAMAHOLD,762732
KANCHI,762740
KIRANVYPAR,762742
KLBRENG-B,762747
KOTIC,762752
KPL,762757
LAHOTIOV,762762
MADHAVIPL,762767
MAFATIND,762772
MAJESAUT,762777
MCCHRLS-B,762782
MENNPIS,762787
MERCANTILE,762792
METROGLOBL,762797
MMWL,762802
NATIONSTD,762807
NEAGI,762812
NILE,762817
NITTAGELA,762824
PIONRINV,762829
PML,762834
PRADPME,762839
PRAVEG,762844
PREMCO,762849
QUINT,762854
RAJPALAYAM,762859
RRIL,762864
RSDFIN,762869
SAPPL,762874
SAYAJIHOTL,762879
SCANSTL,762884
SEIL,762889
SHARDUL,762894
SHBAJRG,762899
SHINDL,762904
SHRIKRISH,762909
SIKA,762914
SONAL,762919
SURYALA,762924
TAALTECH,762929
TAMBOLIIN,762934
TECHNVISN,762939
THACKER,762944
THAKDEV,762949
TIMEX,762954
ULTRAMAR,762961
VELJAN,762966
WELSPLSOL,762971
WPIL,762978
ZSARACOM,762985
KISSHT,763294
GRADIENTE,763301
IMAGICAA,7672
MONARCH,7679
DABUR,772
ABAN,7759
KEEPLEARN,778
BCONCEPTS,7780
UNIINFO,7797
DALMIASUG,781
WEL,7835
NETF,7838
AUTOIETF,7844
BIL,7848
RAMCOSYS,7851
INOXWIND,7852
GVPIL,7866
AUTOBEES,7880
KREBSBIO,7885
MHLXMIRU,7886
ALEMBICLTD,79
LFIC,7902
ZYDUSLIFE,7929
BYKE,7930
AVANTIFEED,7936
SILVERIETF,7942
MALLCOM,7965
MAKEINDIA,7979
GRWRHITECH,7982
SILVER,8003
CINEVISTA,8024
SHIVATEX,804
DCM,805
MAHLIFE,8050
KTKBANK,8054
DALBHARAT,8075
MIDCAP,8077
SILVERBEES,8080
CROWN,8083
BSHSL,809
OILCOUNTUB,8109
DCMSHRIRAM,811
AWL,8110
RPSGVENT,8119
AJANTPHARM,8124
BLBLIMITED,8139
DEVIT,8146
MEGASTAR,8153
FIBERWEB,8162
SPENCERS,8163
MANYAVAR,8167
DCW,817
SAGARDEEP,8175
MOMOMENTUM,8182
PEARLPOLY,8188
SOFTTECH,8268
DEEPAKFERT,827
BANKA,828
PRITI,8310
BLUESTARCO,8311
GSEC5IETF,8342
CALSOFT,8400
GLFL,8412
MIDCAPETF,8413
HAVISHA,8417
RSSOFTWARE,8426
RAJRILTD,8428
VIPULLTD,8437
MITCON,8469
XELPMOC,8477
TVSMOTOR,8479
MID150BEES,8506
GATEWAY,8510
GMRP&UI,8529
CHALET,8546
BLUECOAST,8552
HITECHGEAR,8568
DHAMPURSUG,857
NLCINDIA,8585
AKSHOPTFBR,8595
MSUMI,8596
INDOBORAX,8614
LOWVOL1,8632
VETO,8652
MOLOWVOL,8654
MUKTAARTS,8687
VRLLOG,8696
DCMFINSERV,8704
SHAILY,8727
S&SPOWER,8733
PNBGILTS,8736
OBCL,8797
ASTRON,880
SONAMLTD,8806
DRREDDY,881
PRIVISCL,8825
AVROIND,8827
GAEL,8828
USHAMART,8840
BCG,8841
UMAEXPORTS,8845
CHOICEIN,8866
TNIDETF,8882
VERANDA,8890
E2E,8940
RITCO,8944
KAKATCEM,8945
ELDEHSG,8953
TTML,8954
HARDWYN,8962
HARIOMPIPE,8968
PARASPETRO,8975
UMIYA-MRO,8998
NOVARTIND,9007
ANUP,9014
KHAICHEM,902
VCL,9020
UFO,9039
AGROPHOS,9046
ROTO,9049
PIXTRANS,9087
EICHERMOT,910
ARVINDFASN,9111
INDOAMIN,9116
TIPSMUSIC,9117
EQUITASBNK,913
BALAJITELE,9158
EIDPARRY,916
SNXT50BETA,9168
EIHOTEL,919
TPLPLASTEH,9219
NILAINFRA,9253
ORCHPHARMA,926
ARROWGREEN,9260
ELECTCAST,928
KRITIKA,9288
STARTECK,9305
STLTECH,9309
PNC,9346
IOB,9348
TAJGVK,9354
MSTCLTD,9356
DPABHUSHAN,936
CAMPUS,9362
ELGIEQUIP,937
QUINTEGRA,9376
TRU,9378
IL&FSENGG,9380
IL&FSTRANS,9381
CREATIVEYE,9384
PNCINFRA,9385
PGHL,940
RAINBOW,9408
SILVERTUC,9422
SKIPPER,9428
AXISCADES,9436
LICI,9480
SAKAR,9539
ESABINDIA,955
RVNL,9552
PRUDENT,9553
AKSHAR,9558
MAHESHWARI,9576
ESCORTS,958
METROPOLIS,9581
KHAITANLTD,9582
POLYCAB,9590
VENUSPIPES,9592
DELHIVERY,9599
ICDSLTD,9610
SPLPETRO,9617
KHANDSE,9641
RELCHEMQ,9652
MEDICO,9667
HIKAL,9668
SUBEXLTD,967
SOUTHWEST,9678
KPITTECH,9683
TRIDENT,9685
TOKYOPLAST,9710
PARADEEP,9741
ETHOSLTD,9750
EMUDHRA,9756
EASTSILK,9769
EPL,981
AETHER,9810
HAVELLS,9819
SAMBHAAV,9829
NV20BEES,9847
WEWIN,9862
NEXTMEDIA,9867
GOLDTECH,9874
CHEVIOT,9879
SMARTLINK,9889
AIRAN,9897
AXITA,9902
NEOGEN,9917
ALANKIT,9921
EVERESTIND,993
VIKASLIFE,9933
ONEPOINT,9939
EUROTEXIND,999
